City name,Airport Code,Airport Name,Country name
Nanaimo,YCD,Nanaimo Arpt,Canada
Nanchang,KHN,Nanchang International Airport,China
Nanchong,NAO,Nanchong International Airport,China
Nancy,ENC,Essey International Airport,France
Nanded,NDC,Nanded International Airport,India
Nangade,NND,Nangade International Airport,Mozambique
Nangan,LZN,Nangan International Airport,Taiwan
Nangapinoh,NPO,Nangapinoh International Airport,Indonesia
Nanhai,ZEF,Nanhai Ferry International Airport,China
Nanisivik,YSR,Nanisivik International Airport,Canada
Nankina,NKN,Nankina International Airport,Papua New Guinea
Nanking/nanjing,NKG,Nanking/nanjing International Airport,China
Nanning,NNG,Nanning International Airport,China
Nanortalik,JNN,Nanortalik International Airport,Greenland
Nantes,NTE,Nantes Atlantique International Airport,France
Nantong,NTG,Nantong International Airport,China
Nantucket,ACK,Nantucket Memorial International Airport,United States
Nanuque,NNU,Nanuque International Airport,Brazil
Nanwalek,KEB,Nanwalek International Airport,United States
Nanyang,NNY,Nanyang International Airport,China
Nanyuki,NYK,Nanyuki International Airport,Kenya
Naoro,NOO,Naoro International Airport,Papua New Guinea
Napa,APC,Napa County International Airport,United States
Napakiak,WNA,Napakiak SPB International Airport,United States
Napaskiak,PKA,SPB International Airport,United States
Napier-Hastings,NPE,Hawkes Bay International Airport,New Zealand (Aotearoa)
Naples,APF,Naples International Airport,United States
Naples,NAP,Capodichino International Airport,Italy
Naples,ZMF,Beverello Harbor International Airport,Italy
Naples,ZMJ,Mergellina Harbour International Airport,Italy
Naples,ZMI,Mergellina Railway Svc International Airport,Italy
Nappa Merry,NMR,Nappa Merry International Airport,Australia
Napperby,NPP,Napperby International Airport,Australia
Napuka Island,NAU,Napuka Island International Airport,French Polynesia
Nara,NRM,Nara International Airport,Mali
Naracoorte,NAC,Naracoorte International Airport,Australia
Narathiwat,NAW,Narathiwat International Airport,Thailand
Nare,NAR,Nare International Airport,Colombia
Nargana,NGN,Nargana International Airport,Panama
Narrabri,NAA,Narrabri International Airport,Australia
Narrandera,NRA,Narrandera International Airport,Australia
Narrogin,NRG,Narrogin International Airport,Australia
Narsarsuaq,UAK,Narsarsuaq International Airport,Greenland
Narvik,NVK,Framnes International Airport,Norway
Naryan-Mar,NNM,Naryan-Mar International Airport,Russian Federation
Nashua,ASH,Boire Field International Airport,United States
Nashville,BNA,Metropolitan International Airport,United States
Nasik,ISK,Gandhinagar Arpt,India
Nasiriyah,XNH,Nasiriyah International Airport,Iraq
Nassau,NAS,Intl,Bahamas
Nassau,PID,Paradise Island International Airport,Bahamas
Nassau,WZY,Seaplane Base International Airport,Bahamas
Natadola,NTA,Natadola International Airport,Fiji
Natal,NAT,Augusto Severo International Airport,Brazil
Natashquan,YNA,Natashquan International Airport,Canada
Natchez,HEZ,Hardy-Anders International Airport,United States
Nationaltheatret,ZZN,Nationaltheatret International Airport,Norway
Natitingou,NAE,Natitingou International Airport,Benin
Natuashish,YNP,Natuashish International Airport,Canada
Natuna Ranai,NTX,Natuna Ranai International Airport,Indonesia
Naukiti,NKI,Naukiti International Airport,United States
Navegantes,NVT,Navegantes International Airport,Brazil
Navoi,NVI,Navoi International Airport,Uzbekistan
Nawabshah,WNS,Nawabshah International Airport,Pakistan
Naxos,JNX,Naxos Airport,Greece
Ndalatandos,NDF,Ndalatandos International Airport,Angola
Ndele,NDL,Ndele International Airport,Central African Republic
Ndende,KDN,Ndende International Airport,Gabon
Ndjamena,NDJ,Ndjamena International Airport,Chad
Ndola,NLA,Ndola International Airport,Zambia
Necochea,NEC,Necochea International Airport,Argentina
Necocli,NCI,Necocli International Airport,Colombia
Needles,EED,Needles International Airport,United States
Neerlerit Inaat,CNP,Neerlerit Inaat International Airport,Greenland
Neftekamsk,NEF,Neftekamsk International Airport,Russian Federation
Nefteyugansk,NFG,Nefteyugansk International Airport,Russian Federation
Negage,GXG,Negage International Airport,Angola
Negarbo,GBF,Negarbo International Airport,Papua New Guinea
Negginan,ZNG,Negginan International Airport,Canada
Neghelli,EGL,Neghelli International Airport,Ethiopia
Negril,NEG,Negril International Airport,Jamaica
Neiva,NVA,La Marguita International Airport,Colombia
Nejjo,NEJ,Nejjo International Airport,Ethiopia
Nejran,EAM,Nejran International Airport,Saudi Arabia
Nekemt,NEK,Nekemt International Airport,Ethiopia
Nelson,NSN,Nelson International Airport,New Zealand (Aotearoa)
Nelson Lagoon,NLG,Nelson Lagoon International Airport,United States
Nelspruit,NLP,Nelspruit International,South Africa
Nelspruit,MQP,Kruger Mpumalanga International Airport,South Africa
Nema,EMN,Nema International Airport,Mauritania
Nemiscau,YNS,Nemiscau International Airport,Canada
Nenana,ENN,Municipal International Airport,United States
Neosho,EOS,Neosho International Airport,United States
Nepalganj,KEP,Nepalganj International Airport,Nepal
Nephi,NPH,Nephi International Airport,United States
Neryungri,NER,Neryungri International Airport,Russian Federation
Nesbyen,XUL,Nesbyen Railway International Airport,Norway
Neslandsvatn,XUM,Neslandsvatn Railway International Airport,Norway
Neubrandenburg,FNB,Neubrandenburg International Airport,Germany
Neumuenster,EUM,Neumuenster International Airport,Germany
Neuquen,NQN,Neuquen International Airport,Argentina
Nevada,NVD,Nevada International Airport,United States
Nevers,NVS,Nevers International Airport,France
Nevis,NEV,Newcastle International Airport,Saint Kitts and Nevis
Nevsehir,NAV,Nevsehir International Airport,Turkey
New Bedford,EWB,New Bedford International Airport,United States
New Bern,EWN,Simmons Nott International Airport,United States
New Bight,NET,New Bight International Airport,Bahamas
New Chenega,NCN,New Chenega International Airport,United States
New Halfa,NHF,New Halfa International Airport,Sudan
New Haven,HVN,New Haven International Airport,United States
New Haven,ZVE,New Haven Rail International Airport,United States
New Iberia,ARA,Acadiana Regional International Airport,United States
New Iberia,LFT,Lafayette Regional International Airport,United States
New Koliganek,KGK,New Koliganek International Airport,United States
New London,GON,New London International Airport,United States
New Moon,NMP,New Moon International Airport,Australia
New Orleans,NEW,Lakefront International Airport,United States
New Orleans,NBG,NAS/Alvin Callendar International Airport,United States
New Philadelphia,PHD,Harry Clever International Airport,United States
New Plymouth,NPL,New Plymouth International Airport,New Zealand (Aotearoa)
New Richmond,RNH,Municipal International Airport,United States
New Stuyahok,KNW,New Stuyahok International Airport,United States
New Ulm,ULM,New Ulm International Airport,United States
New Westminster,YBD,New Westminster International Airport,Canada
New York,NBP,Battery Pk City/N. Cov International Airport,United States
New York,JRB,Downtown Manhattan H/P International Airport,United States
New York,NES,East 34th St Landing International Airport,United States
New York,JRE,East 60th Street H/P International Airport,United States
New York,FLU,Flushing International Airport,United States
New York,JFK,John F Kennedy Intl,United States
New York,LGA,La Guardia International Airport,United States
New York,QNY,Marine Air Terminal International Airport,United States
New York,ZYP,New York Penn STN International Airport,United States
New York,NWS,Pier 11/Wall St. SPB International Airport,United States
New York,WTC,World Trade Center International Airport,United States
Newark,ZME,Metropark Rail International Airport,United States
Newark,ZRP,Newark NJ Rail International Airport,United States
Newburgh,SWF,Stewart International Airport,United States
Newbury,EWY,Greenham RAF International Airport,United Kingdom
Newcastle,NCL,Newcastle Airport,United Kingdom
Newcastle,BEO,Belmont International Airport,Australia
Newcastle,NTL,Williamtown International Airport,Australia
Newcastle,ECS,Mondell International Airport,United States
Newcastle,NCS,Newcastle International Airport,South Africa
Newman,ZNE,Newman International Airport,Australia
Newport,NWH,Parlin Field International Airport,United States
Newport,ONP,Newport International Airport,United States
Newport,NPT,State International Airport,United States
Newport,EFK,Newport International Airport,United States
Newquay,NQY,St Mawgan International Airport,United Kingdom
Newry,NRY,Newry International Airport,Australia
Newtok,WWT,Newtok International Airport,United States
Newton,TNU,Municipal International Airport,United States
Newton,EWK,City-County International Airport,United States
Neyveli,NVY,Neyveli International Airport,India
Ngala,NGL,Ngala Airfield International Airport,South Africa
Ngaoundere,NGE,Ngaoundere International Airport,Cameroon
Ngau Island,NGI,Ngau Island International Airport,Fiji
Ngiva,NGV,Ngiva International Airport,Angola
Ngoma,ZGM,Ngoma International Airport,Zambia
Ngukurr,RPM,Ngukurr International Airport,Australia
Nha Trang,NHA,Nha Trang International Airport,Viet Nam
Nha Trang,CXR,Cam Ranh International Airport,Viet Nam
Niamey,NIM,Niamey International Airport,Niger
Niamtougou,LRL,Niamtougou International Airport,Togo
Niblack,NIE,Niblack International Airport,United States
Nicaro,ICR,Nicaro International Airport,Cuba
Nichen Cove,NKV,Nichen Cove International Airport,United States
Nicholson,NLS,Nicholson International Airport,Australia
Nicosia,NIC,Nicosia International Airport,Cyprus
Nicoya,NCT,Guanacaste International Airport,Costa Rica
Nieuw Nickerie,ICK,Nieuw Nickerie International Airport,Suriname
Nifty,NIF,Nifty International Airport,Australia
Nightmute,NME,Nightmute International Airport,United States
Niigata,KIJ,Niigata International Airport,Japan
Niihama,IHA,Niihama International Airport,Japan
Nikolaev,NLV,Nikolaev International Airport,Ukraine
Nikolai,NIB,Nikolai International Airport,United States
Nikolski,IKO,Nikolski AFS International Airport,United States
Nikunau,NIG,Nikunau International Airport,Kiribati
Niles,NLE,Jerry Tyler Memorial International Airport,United States
Nimba,NIA,Nimba International Airport,Liberia
Nimes,FNI,Garons International Airport,France
Nimes,ZYN,Railway International Airport,France
Nimroz,IMZ,Nimroz International Airport,Afghanistan
Ningbo,NGB,Ningbo International Airport,China
Ningerum,NGR,Ningerum International Airport,Papua New Guinea
Ninilchik,NIN,Ninilchik International Airport,United States
Nioki,NIO,Nioki International Airport,Zaire
Niokolo Koba,NIK,Niokolo Koba International Airport,Senegal
Nioro,NIX,Nioro International Airport,Mali
Niort,NIT,Niort International Airport,France
Nipa,NPG,Nipa International Airport,Papua New Guinea
Niquelandia,NQL,Niquelandia International Airport,Brazil
Nis,INI,Nis International Airport,Serbia & Montenegro
Nishinoomote,IIN,Nishinoomote International Airport,Japan
Nissan Island,IIS,Nissan Island International Airport,Papua New Guinea
Nitchequon,YNI,Nitchequon International Airport,Canada
Niuatoputapu,NTT,Kuini Lavenia International Airport,Tonga
Niue Island,IUE,Hanan International Airport,Niue
Nizhnevartovsk,NJC,Nizhnevartovsk International Airport,Russian Federation
Nizhniy Novgorod,GOJ,Nizhniy Novgorod International Airport,Russian Federation
Njombe,JOM,Njombe International Airport,Tanzania
Nkan,NKA,Nkan International Airport,Gabon
Nkaus,NKU,Nkaus International Airport,Lesotho
Nkayi,NKY,Nkayi International Airport,Congo
Nkolo,NKL,Nkolo International Airport,Zaire
Nkongsamba,NKS,Nkongsamba International Airport,Cameroon
Noatak,WTK,Noatak International Airport,United States
Nogales,NOG,Nogales International Airport,Mexico
Nojabrxsk,NOJ,Nojabrxsk International Airport,Russian Federation
Nojeh,NUJ,Nojeh International Airport,Iran
Nomad River,NOM,Nomad River International Airport,Papua New Guinea
Nomane,NMN,Nomane International Airport,Papua New Guinea
Nome,OME,Nome International Airport,United States
Nondalton,NNL,Nondalton International Airport,United States
Nonouti,NON,Nonouti International Airport,Kiribati
Noonkanbah,NKB,Noonkanbah International Airport,Australia
Noorvik,ORV,Curtis Memorial International Airport,United States
Noosa,NSA,Noosa International Airport,Australia
Noosaville,NSV,Noosaville International Airport,Australia
Nootka Sound,YNK,Nootka Sound International Airport,Canada
Nordagutu,XUO,Nordagutu Railway International Airport,Norway
Norddeich,NOE,Norddeich International Airport,Germany
Norden,NOD,Norden International Airport,Germany
Norderney,NRD,Norderney International Airport,Germany
Nordfjordur,NOR,Nordfjordur International Airport,Iceland
Nordholz-Spieka,NDZ,Cuxhaven International Airport,Germany
Norfolk,OFK,Stefan Field International Airport,United States
Norfolk,NGU,Nas Chambers International Airport,United States
Norfolk Island,NLK,Norfolk Island International Airport,Norfolk Island
Norman,OUN,Max Westheimer International Airport,United States
Norman Wells,YVQ,Norman Wells International Airport,Canada
Normanton,NTN,Normanton International Airport,Australia
Norridgewock,OWK,Central Maine International Airport,United States
Norrkoping,NRK,Kungsangen International Airport,Sweden
Norseman,NSM,Norseman International Airport,Australia
Norsup,NUS,Norsup International Airport,Vanuatu
North Battleford,YQW,North Battleford International Airport,Canada
North Bay,YYB,North Bay International Airport,Canada
North Bend,OTH,North Bend International Airport,United States
North Caicos,NCA,North Caicos International Airport,Turks and Caicos Islands
North Platte,LBF,Lee Bird Field International Airport,United States
North Ronaldsay,NRL,North Ronaldsay International Airport,United Kingdom
North Spirit Lake,YNO,North Spirit Lake International Airport,Canada
Northampton,ORM,Northampton International Airport,United Kingdom
Northbrook,OBK,Sky Harbor International Airport,United States
Northeast Cape,OHC,AFS International Airport,United States
Northolt,NHT,Northolt International Airport,United Kingdom
Northway,ORT,Northway International Airport,United States
Norway House,YNE,Norway House International Airport,Canada
Norwich,NWI,Norwich Arpt,United Kingdom
Norwich,OIC,Eaton International Airport,United States
Norwood,OWD,Memorial International Airport,United States
Nosara Beach,NOB,Nosara Beach International Airport,Costa Rica
Nossi-be,NOS,Fascene International Airport,Madagascar
Notodden,NTB,Notodden International Airport,Norway
Nottingham,NQT,Nottingham Airport,United Kingdom
Nottingham,EMA,Nottingham E. Midlands International Airport,United Kingdom
Nottingham,XQI,Railway Station International Airport,United Kingdom
Nottingham,XQH,Railway Station International Airport,United Kingdom
Nouadhibou,NDB,Nouadhibou International Airport,Mauritania
Nouakchott,NKC,Nouakchott International Airport,Mauritania
Noumea,GEA,Magenta International Airport,New Caledonia
Noumea,NOU,Tontouta International Airport,New Caledonia
Nouna,XNU,Nouna International Airport,Burkina Faso
Nova Xavantina,NOK,Nova Xavantina International Airport,Brazil
Novato,NOT,Novato International Airport,United States
Novgorod,NVR,Novgorod International Airport,Russian Federation
Aripuana,NVP,Novo Aripuana International Airport,Brazil
Novokuznetsk,NOZ,Novokuznetsk International Airport,Russian Federation
Novorossijsk,NOI,Novorossijsk International Airport,Russian Federation
Novosibirsk,OVB,Tolmachevo International Airport,Russian Federation
Novy Urengoy,NUX,Novy Urengoy International Airport,Russian Federation
Now Shahr,NSH,Now Shahr International Airport,Iran
Nowata,NWT,Nowata International Airport,Papua New Guinea
Nowra,NOA,Nowra International Airport,Australia
Nueva Casas Grandes,NCG,Nueva Casas Grandes International Airport,Mexico
Nueva Gerona,GER,Rafael Cabrera International Airport,Cuba
Nueva Guinea,NVG,Nueva Guinea International Airport,Nicaragua
Nuevo Laredo,NLD,Intl Quetzalcoatl,Mexico
Nuguria,NUG,Nuguria International Airport,Papua New Guinea
